target,number,date_start,date_end,body,targets,runtime,initial_size,final_size,inline_failure,truncated,total_line_reduction,success,duration
ci-hott,13072,2021-06-09 15:18:55,2021-06-09 15:36:13,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Basics/Equivalences.v (from ci-hott) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/theories"" ""HoTT"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/contrib"" ""HoTT.Contrib"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""Equivalences"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 863 lines to 30 lines, then from 51 lines to 1387 lines, then from 1387 lines to 72 lines, then from 87 lines to 901 lines, then from 902 lines to 124 lines, then from 137 lines to 180 lines, then from 184 lines to 128 lines, then from 140 lines to 434 lines, then from 433 lines to 145 lines, then from 149 lines to 144 lines *)\n(* coqc version 8.14+alpha compiled with OCaml 4.05.0\n   coqtop version 8.14+alpha *)\nReserved Notation ""x -> y"" (at level 99, right associativity, y at level 200).\n\nReserved Notation ""x = y  :>  T""\n(at level 70, y at next level, no associativity).\nReserved Notation ""x = y"" (at level 70, no associativity).\n\nReserved Notation ""p ^"" (at level 3, format ""p '^'"").\nReserved Notation ""p @ q"" (at level 20).\nReserved Notation ""p @@ q"" (at level 20).",,,863.0,144.0,False,False,788.0,True,1038.0
ci-quickchick,13072,2021-06-09 15:18:55,2021-06-09 15:42:14,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/ext_lib/theories/Data/Graph/GraphAdjList.v (from ci-quickchick) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/ext_lib/theories"" ""ExtLib"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""GraphAdjList"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 121 lines to 30 lines, then from 73 lines to 200 lines, then from 203 lines to 47 lines, then from 91 lines to 275 lines, then from 278 lines to 85 lines, then from 125 lines to 152 lines, then from 156 lines to 91 lines, then from 131 lines to 231 lines, then from 235 lines to 103 lines, then from 142 lines to 158 lines, then from 162 lines to 101 lines, then from 132 lines to 175 lines, then from 178 lines to 108 lines, then from 139 lines to 386 lines, then from 389 lines to 115 lines, then from 136 lines to 165 lines, then from 169 lines to 121 lines, then from 141 lines to 297 lines, then from 300 lines to 121 lines, then from 139 lines to 241 lines, then from 245 lines to 135 lines, then from 153 lines to 232 lines, then from 236 lines to 148 lines, then from 162 lines to 271 lines, then from 275 lines to 151 lines, then from 155 lines to 150 lines *)\n(* coqc version 8.14+alpha compiled with OCaml 4.12.0\n   coqtop version 8.14+alpha *)\nClass Monad@{d c} (m : Type@{d} -> Type@{c}) : Type :=\n{ ret : forall {t : Type@{d}}, t -> m t\n; bind : forall {t u : Type@{d}}, m t -> (t -> m u) -> m u\n}.\n\nRequire Coq.Lists.List.\n\nClass Foldable (T E : Type) : Type :=\n  fold : forall {A} (add : E -> A -> A) (base : A), T -> A.",,,121.0,150.0,False,False,377.0,True,1399.0
ci-rewriter,13072,2021-06-09 15:18:55,2021-06-09 15:39:23,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/rewriter/src/Rewriter/Language/Language.v (from ci-rewriter) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""+implicit-core-hint-db,+implicits-in-term,+non-reversible-notation,+deprecated-intros-until-0,+deprecated-focus,+unused-intro-pattern,+deprecated-hint-constr,+fragile-hint-constr,+variable-collision,+unexpected-implicit-declaration,+omega-is-deprecated,+non-recursive"" ""-w"" ""-notation-overridden,-undeclared-scope,-deprecated-hint-rewrite-without-locality"" ""-w"" ""-notation-overridden,-undeclared-scope"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/rewriter/src/Rewriter"" ""Rewriter"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/rewriter/src/Rewriter/Util/plugins"" ""-top"" ""Language"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 2114 lines to 185 lines, then from 206 lines to 262 lines, then from 266 lines to 206 lines, then from 227 lines to 662 lines, then from 665 lines to 212 lines, then from 227 lines to 431 lines, then from 435 lines to 217 lines, then from 229 lines to 267 lines, then from 271 lines to 219 lines, then from 223 lines to 219 lines *)\n(* coqc version 8.14+alpha compiled with OCaml 4.12.0\n   coqtop version 8.14+alpha *)\nRequire Coq.Classes.Morphisms.\n\nGlobal Set Asymmetric Patterns.\n\nReserved Notation ""A <- X ; B"" (at level 70, X at next level, right associativity, format ""'[v' A  <-  X ; '/' B ']'"").\nReserved Notation ""A <-- X ; B"" (at level 70, X at next level, right associativity, format ""'[v' A  <--  X ; '/' B ']'"").\nReserved Notation ""~> R"" (at level 70).\nReserved Notation ""A ~> R"" (at level 99).\nReserved Notation ""'return' x"" (at level 70, format ""'return'  x"").",,,2114.0,219.0,False,False,1983.0,True,1228.0
ci-coquelicot,13072,2021-06-09 15:18:55,2021-06-09 15:24:47,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/coquelicot/theories/Hierarchy.v (from ci-coquelicot) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/coquelicot/theories"" ""Coquelicot"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/mathcomp"" ""mathcomp"" ""-top"" ""Hierarchy"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 5618 lines to 26 lines, then from 30 lines to 26 lines *)\n(* coqc version 8.14+alpha compiled with OCaml 4.12.0\n   coqtop version 8.14+alpha *)\nRequire Coq.ssr.ssreflect.\nImport Coq.ssr.ssreflect.\n\nClass Filter {T : Type} (F : (T -> Prop) -> Prop) := {\n  filter_true : F (fun _ => True) ;\n  filter_and : forall P Q : T -> Prop, F P -> F Q -> F (fun x => P x /\ Q x) ;\n  filter_imp : forall P Q : T -> Prop, (forall x, P x -> Q x) -> F P -> F Q\n}.\n",,,5618.0,26.0,False,False,5596.0,True,352.0
ci-fiat_crypto_legacy,13072,2021-06-09 15:18:55,2021-06-09 15:25:15,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/src/Algebra/Monoid.v (from ci-fiat_crypto_legacy) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-notation-overridden"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/src"" ""Crypto"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/bbv/src/bbv"" ""bbv"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/coqprime/src/Coqprime"" ""Coqprime"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/coqprime/src"" ""-top"" ""Monoid"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 116 lines to 38 lines, then from 65 lines to 228 lines, then from 231 lines to 63 lines, then from 67 lines to 63 lines *)\n(* coqc version 8.14+alpha compiled with OCaml 4.12.0\n   coqtop version 8.14+alpha *)\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nRequire Coq.Classes.Morphisms.\nImport Coq.Classes.Morphisms.\n\nSection Algebra.\n  Context {T:Type} {eq:T->T->Prop}.\n\n  Section SingleOperation.",,,116.0,63.0,False,False,87.0,True,380.0
ci-metacoq,13072,2021-06-09 15:18:55,2021-06-09 15:30:20,"Error: Could not minimize file  (from ci-metacoq) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 3.4MiB file on GitHub Actions Artifacts under build.log)\nances outside of sections without\nspecifying an explicit locality is therefore deprecated. It is recommended to\nuse ""export"" whenever possible.\n[deprecated-instance-without-locality,deprecated]\nFile ""/github/workspace/builds/coq/coq-passing/_build_ci/metacoq/template-coq/theories/Reflect.v"", line 377, characters 0-8:\nWarning: The default value for instance locality is currently ""local"" in a\nsection and ""global"" otherwise, but is scheduled to change in a future\nrelease. For the time being, adding instances outside of sections without\nspecifying an explicit locality is therefore deprecated. It is recommended to\nuse ""export"" whenever possible.\n[deprecated-instance-without-locality,deprecated]\nFile ""/github/workspace/builds/coq/coq-passing/_build_ci/metacoq/template-coq/theories/Reflect.v"", line 499, characters 0-8:\nWarning: The default value for instance locality is currently ""local"" in a",,,,,,,,False,685.0
ci-fiat_parsers,13072,2021-06-09 17:17:01,2021-06-09 18:22:20,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src/Parsers/MinimalParseOfParse.v (from ci-fiat_parsers) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-w"" ""-deprecated-appcontext -notation-overridden"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src"" ""Fiat"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/Bedrock"" ""Bedrock"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src/Common/Tactics"" ""-top"" ""MinimalParseOfParse"" ""-native-compiler"" ""no"" ""-require-import"" ""Coq.Compat.AdmitAxiom"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 1132 lines to 200 lines, then from 266 lines to 346 lines, then from 350 lines to 241 lines, then from 307 lines to 1424 lines, then from 1428 lines to 252 lines, then from 300 lines to 380 lines, then from 384 lines to 312 lines, then from 359 lines to 454 lines, then from 458 lines to 388 lines, then from 433 lines to 563 lines, then from 567 lines to 450 lines, then from 494 lines to 664 lines, then from 668 lines to 525 lines, then from 568 lines to 2337 lines, then from 2336 lines to 538 lines, then from 563 lines to 594 lines, then from 598 lines to 554 lines, then from 578 lines to 626 lines, then from 630 lines to 551 lines, then from 555 lines to 551 lines *)\n(* coqc version 8.14+alpha compiled with OCaml 4.05.0\n   coqtop version 8.14+alpha *)\nRequire Coq.Compat.Coq811.\nModule Export Fiat_DOT_Common_DOT_Coq__8_4__8_5__Compat.\nModule Export Fiat.\nModule Export Common.\nModule Export Coq__8_4__8_5__Compat.\nExport Coq.Compat.Coq811.\n\nEnd Coq__8_4__8_5__Compat.\n",,,1132.0,551.0,False,False,1024.0,True,3919.0
ci-verdi_raft,13072,2021-06-09 19:51:44,2021-06-09 20:06:15,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/verdi/systems/Log.v (from ci-verdi_raft) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/verdi/core"" ""Verdi"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/verdi/lib"" ""Verdi"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/verdi/systems"" ""Verdi"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/verdi/extraction"" ""Verdi"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Cheerios"" ""Cheerios"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/InfSeqExt"" ""InfSeqExt"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/StructTact"" ""StructTact"" ""-top"" ""Log"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 177 lines to 33 lines, then from 91 lines to 105 lines, then from 109 lines to 32 lines, then from 88 lines to 806 lines, then from 810 lines to 58 lines, then from 93 lines to 104 lines, then from 108 lines to 59 lines, then from 78 lines to 345 lines, then from 349 lines to 91 lines, then from 104 lines to 218 lines, then from 222 lines to 119 lines, then from 123 lines to 119 lines *)\n(* coqc version 8.14+alpha compiled with OCaml 4.12.0\n   coqtop version 8.14+alpha *)\nRequire Coq.Lists.List.\n\nInductive byte :=\n| x00 | x01 | x02 | x03 | x04 | x05 | x06 | x07 | x08 | x09 | x0a | x0b | x0c\n| x0d | x0e | x0f | x10 | x11 | x12 | x13 | x14 | x15 | x16 | x17 | x18 | x19\n| x1a | x1b | x1c | x1d | x1e | x1f | x20 | x21 | x22 | x23 | x24 | x25 | x26\n| x27 | x28 | x29 | x2a | x2b | x2c | x2d | x2e | x2f | x30 | x31 | x32 | x33\n| x34 | x35 | x36 | x37 | x38 | x39 | x3a | x3b | x3c | x3d | x3e | x3f | x40\n| x41 | x42 | x43 | x44 | x45 | x46 | x47 | x48 | x49 | x4a | x4b | x4c | x4d",,,177.0,119.0,False,False,263.0,True,871.0
ci-hott,13126,2021-06-09 20:30:36,2021-06-09 21:50:58,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Spaces/Torus/TorusEquivCircles.v (from ci-hott) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-noinit"" ""-indices-matter"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/theories"" ""HoTT"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/hott/contrib"" ""HoTT.Contrib"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""TorusEquivCircles"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 294 lines to 64 lines, then from 166 lines to 284 lines, then from 287 lines to 72 lines, then from 173 lines to 421 lines, then from 425 lines to 102 lines, then from 149 lines to 157 lines, then from 161 lines to 104 lines, then from 149 lines to 782 lines, then from 784 lines to 187 lines, then from 231 lines to 479 lines, then from 483 lines to 200 lines, then from 243 lines to 851 lines, then from 854 lines to 291 lines, then from 334 lines to 752 lines, then from 756 lines to 305 lines, then from 347 lines to 795 lines, then from 798 lines to 323 lines, then from 364 lines to 381 lines, then from 385 lines to 325 lines, then from 353 lines to 1028 lines, then from 1030 lines to 344 lines, then from 372 lines to 500 lines, then from 504 lines to 349 lines, then from 376 lines to 392 lines, then from 396 lines to 351 lines, then from 373 lines to 1219 lines, then from 1221 lines to 398 lines, then from 418 lines to 1754 lines, then from 1754 lines to 443 lines, then from 462 lines to 1216 lines, then from 1214 lines to 496 lines, then from 510 lines to 1324 lines, then from 1325 lines to 616 lines, then from 628 lines to 671 lines, then from 675 lines to 624 lines, then from 635 lines to 929 lines, then from 928 lines to 654 lines, then from 658 lines to 654 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version 8.15+alpha *)\nDeclare ML Module ""ltac_plugin"".\nInductive False := .\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nGlobal Set Default Proof Mode ""Classic"".\n\nReserved Notation ""x -> y"" (at level 99, right associativity, y at level 200).\nReserved Notation ""~ x"" (at level 35, right associativity).\n",,,294.0,654.0,False,False,378.0,True,4822.0
ci-iris,14480,2021-06-10 17:23:29,2021-06-10 18:48:21,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/stdpp/theories/list.v (from ci-iris) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/stdpp/theories"" ""stdpp"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-top"" ""list"" ""-native-compiler"" ""ondemand"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 4861 lines to 73 lines, then from 109 lines to 1473 lines, then from 1475 lines to 73 lines, then from 101 lines to 541 lines, then from 545 lines to 74 lines, then from 101 lines to 755 lines, then from 757 lines to 97 lines, then from 122 lines to 367 lines, then from 371 lines to 103 lines, then from 127 lines to 177 lines, then from 181 lines to 103 lines, then from 126 lines to 1545 lines, then from 1545 lines to 153 lines, then from 157 lines to 153 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nRequire Coq.Unicode.Utf8.\nRequire Coq.Sorting.Permutation.\nExport Coq.Classes.Morphisms.\nExport Coq.Lists.List.\nExport Coq.Setoids.Setoid.\nExport Coq.Unicode.Utf8.\nExport ListNotations.",,,4861.0,153.0,False,False,4891.0,True,5092.0
ci-hott,14492,2021-06-12 21:33:20,2021-06-12 21:38:57,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/hott/theories/Categories.v (from ci-hott) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(** * Category Theory *)\n(** To get all of the category theory library in scope with the proper qualified names, you should [Require Import Categories.] or [Require Import HoTT.Categories.] *)\n\n(** First we give modules to all of the kinds of category theory constructions (corresponding to directories), so that we can refer to them as [Category.foo] or [Functor.foo] after [Require Import Categories.] *)\n(** ** Categories *)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False := .\nEnd LocalFalse.\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nEnd AdmitTactic.",,,,,False,False,,False,337.0
ci-fiat_crypto_legacy,14492,2021-06-12 21:33:20,2021-06-13 00:41:38,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/src/Experiments/SimplyTypedArithmetic.v (from ci-fiat_crypto_legacy) (full log on GitHub Actions)\nMinimized Coq File (consider adding this file to the test-suite)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-notation-overridden"" ""-w"" ""-deprecated-native-compiler-option"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/src"" ""Crypto"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/bbv/src/bbv"" ""bbv"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/coqprime/src/Coqprime"" ""Coqprime"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_crypto_legacy/coqprime/src"" ""-top"" ""SimplyTypedArithmetic"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 12993 lines to 213 lines, then from 265 lines to 376 lines, then from 380 lines to 217 lines, then from 232 lines to 415 lines, then from 419 lines to 218 lines, then from 230 lines to 267 lines, then from 271 lines to 220 lines, then from 224 lines to 220 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.12.0\n   coqtop version 8.15+alpha *)\nRequire Coq.ZArith.ZArith.\n\nGlobal Set Asymmetric Patterns.\n\nReserved Infix ""@@"" (left associativity, at level 11).\nReserved Notation ""A --->"" (left associativity, at level 65).\n\nImport Coq.ZArith.ZArith.\n",,,12993.0,220.0,False,False,12868.0,True,11298.0
ci-metacoq,14137,2021-06-14 09:42:50,2021-06-14 09:45:53,Error: Could not minimize file  (from ci-metacoq) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 1.7MiB file on GitHub Actions Artifacts under build.log)\noq.a  \n  inflating: _build_ci/metacoq/template-coq/src/template_coq.cmi  \n  inflating: _build_ci/metacoq/template-coq/src/template_coq.cmx  \n  inflating: _build_ci/metacoq/template-coq/src/template_coq.cmxa  \n  inflating: _build_ci/metacoq/template-coq/src/template_coq.cmxs  \n  inflating: _build_ci/metacoq/template-coq/src/template_coq.mlpack  \n  inflating: _build_ci/metacoq/template-coq/src/template_coq.mlpack.d  \n  inflating: _build_ci/metacoq/template-coq/src/template_coq.o  \n  inflating: _build_ci/metacoq/template-coq/src/template_monad.cmi  \n  inflating: _build_ci/metacoq/template-coq/src/template_monad.cmx  \n  inflating: _build_ci/metacoq/template-coq/src/template_monad.ml  \n  inflating: _build_ci/metacoq/template-coq/src/template_monad.ml.d  \n  inflating: _build_ci/metacoq/template-coq/src/template_monad.mli  ,,,,,,,,False,183.0
ci-fiat_parsers,14253,2021-06-16 11:02:56,2021-06-16 16:20:30,"Minimized File /github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src/Parsers/Refinement/PossibleTerminalsSets.v (from ci-fiat_parsers) (interrupted by timeout) (full log on GitHub Actions)\nMinimized Coq File (truncated to 32KiB; full 60KiB file on GitHub Actions Artifacts under bug.v)\n(* -*- mode: coq; coq-prog-args: (""-emacs"" ""-q"" ""-w"" ""-deprecated-native-compiler-option"" ""-w"" ""-deprecated-appcontext -notation-overridden"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src"" ""Fiat"" ""-R"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/Bedrock"" ""Bedrock"" ""-Q"" ""/github/workspace/cwd"" ""Top"" ""-Q"" ""/github/workspace/builds/coq/coq-failing/_install_ci/lib/coq/user-contrib/Ltac2"" ""Ltac2"" ""-I"" ""/github/workspace/builds/coq/coq-failing/_build_ci/fiat_parsers/src/Common/Tactics"" ""-top"" ""PossibleTerminalsSets"" ""-native-compiler"" ""no"" ""-require-import"" ""Coq.Compat.AdmitAxiom"" ""-native-compiler"" ""no"") -*- *)\n(* File reduced by coq-bug-finder from original input, then from 916 lines to 386 lines, then from 507 lines to 948 lines, then from 951 lines to 417 lines, then from 538 lines to 916 lines, then from 919 lines to 447 lines, then from 567 lines to 917 lines, then from 921 lines to 475 lines, then from 595 lines to 831 lines, then from 834 lines to 516 lines, then from 634 lines to 1027 lines, then from 1031 lines to 795 lines, then from 910 lines to 2027 lines, then from 2031 lines to 1661 lines *)\n(* coqc version 8.15+alpha compiled with OCaml 4.05.0\n   coqtop version 8.15+alpha *)\nDeclare ML Module ""ltac_plugin"".\nModule Export AdmitTactic.\nModule Import LocalFalse.\nInductive False := .\nEnd LocalFalse.\nAxiom proof_admitted : False.\nTactic Notation ""admit"" := abstract case proof_admitted.\nEnd AdmitTactic.\nRequire Coq.Strings.Ascii.",,,916.0,1661.0,False,True,-9.0,True,19054.0
ci-hott,13269,2021-06-21 01:38:40,2021-06-21 01:41:42,Error: Could not minimize file  (from ci-hott) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 1.7MiB file on GitHub Actions Artifacts under build.log)\n_ci/hott/theories/Spaces/Cantor.vos  \n  inflating: _build_ci/hott/theories/Spaces/Card.v  \n  inflating: _build_ci/hott/theories/Spaces/Circle.glob  \n  inflating: _build_ci/hott/theories/Spaces/Circle.v  \n  inflating: _build_ci/hott/theories/Spaces/Circle.v.timing  \n   creating: _build_ci/hott/theories/Spaces/Finite/\n  inflating: _build_ci/hott/theories/Spaces/Finite.v  \n  inflating: _build_ci/hott/theories/Spaces/Finite/Fin.v  \n  inflating: _build_ci/hott/theories/Spaces/Finite/FinInduction.v  \n  inflating: _build_ci/hott/theories/Spaces/Finite/FinNat.v  \n  inflating: _build_ci/hott/theories/Spaces/Finite/FinSeq.v  \n  inflating: _build_ci/hott/theories/Spaces/Finite/Finite.v  \n  inflating: _build_ci/hott/theories/Spaces/Finite/Tactics.v  ,,,,,,,,False,182.0
ci-metacoq,14253,2021-06-21 19:07:57,2021-06-21 19:10:47,Error: Could not minimize file  (from ci-metacoq) (full log on GitHub Actions)\nbuild log (truncated to last 26KiB; full 1.8MiB file on GitHub Actions Artifacts under build.log)\nlating: _build_ci/metacoq/template-coq/theories/.Reflect.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.TemplateMonad.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.TermEquality.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.Typing.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.TypingWf.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.UnivSubst.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.Universes.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.WcbvEval.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.WfInv.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.config.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.gitignore  \n  inflating: _build_ci/metacoq/template-coq/theories/.monad_utils.aux  \n  inflating: _build_ci/metacoq/template-coq/theories/.utils.aux  ,,,,,,,,False,170.0
